Krankenhaus,Adresse,n_Betten,url
LWL-Klinik Lippstadt/Tagesklinik Psychiatrie Lippstadt,"Am Nordbahnhof 15, 59555 Lippstadt",1,http://www.lwl-klinik-lippstadt.de/de/
LWL-Klinik Lippstadt/Tagesklinik Psychiatrie Soest,"Widumgasse 3, 59494 Soest",1,http://www.lwl-klinik-lippstadt.de/de/
KlinikumStadtSoest gGmbH,"Senator-Schwartz-Ring 8, 59494 Soest",404,http://www.klinikumstadtsoest.de
Krankenhaus Maria Hilf,"Hospitalstraße 3-7, 59581 Warstein",163,http://www.krankenhaus-warstein.de/
LWL-Klinik für Psychiatrie und Psychotherapie Warstein,"Franz-Hegemann-Straße 23, 59581 Warstein",273,http://www.lwl-klinik-warstein.de/de/
Mariannen-Hospital,"Unnaer Straße 15, 59457 Werl",138,http://www.mariannen-hospital.de/index.php?id=65
Katholisches Klinikum Lünen/Werne GmbH Klinikum Lünen St.-Marien-Hospital,"Altstadtstraße 23, 44534 Lünen",570,http://www.klinikum-luenen.de/startseite/
Katholisches Klinikum Lünen/Werne GmbH St. Christophorus-Krankenhaus,"Am See 1, 59368 Werne",216,https://www.krankenhaus-werne.de
Marienkrankenhaus Schwerte,"Goethestraße 19, 58239 Schwerte",274,http://www.marien-kh.de
Marienkrankenhaus Schwerte-Schützenstraße,"Schützenstraße 9, 58239 Schwerte",125,http://www.marien-kh.de
Katharinen-Hospital - gGmbH,"Obere Husemannstrasse 2, 59423 Unna",340,http://www.katharinen-hospital.de/
Evangelisches Krankenhaus Unna,"Holbeinstr. 10, 59423 Unna",324,http://www.ek-unna.de
Fachklinik für Kinderneurologie und Sozialpädiatrie Königsborn,"Zimmerplatz 1, 59425 Unna",40,https://www.lebenszentrum-koenigsborn.de
Universitätsklinikum Knappschaftskrankenhaus Bochum,"In der Schornau 23-25, 44892 Bochum",485,http://www.kk-bochum.de
"Knappschaftskrankenhaus Dortmund, Klinikum Westfalen GmbH","Am Knappschaftskrankenhaus 1, 44309 Dortmund",451,http://www.klinikum-westfalen.de
"Klinik am Park Lünen, Klinikum Westfalen GmbH","Brechtener Str. 59, 44536 Lünen",160,http://www.klinikum-westfalen.de
GPHS Tagesklinik Schwerte e. V.,"Kleppingstraße 21, 58239 Schwerte",40,http://www.tagesklinik-schwerte.de/
Katholisches Krankenhaus Hagen gem. GmbH -St. Josefs-Hospital-,"Dreieckstraße 17, 58097 Hagen",253,http://www.kkh-hagen.de
Katholisches Krankenhaus Hagen gem. GmbH -Katholisches Krankenhaus Elsey-,"Iserlohner Straße 43, 58119 Hagen",115,http://www.kkh-hagen.de
Katholisches Krankenhaus Hagen gem. GmbH -St. Johannes-Hospital-,"Hospitalstrasse 6-10, 58099 Hagen",281,http://www.kkh-hagen.de
St. Barbara-Klinik Hamm-Heessen,"Am Heessener Wald 1, 59073 Hamm",351,http://www.barbaraklinik.de
"St. Josef-Krankenhaus, Hamm Bockum-Hövel","Albert-Struck-Strasse 1, 59075 Hamm-Bockum-Hovel",250,http://www.barbaraklinik.de
VAMED Klinik Hagen Ambrock,"Ambrocker Weg 60, 58091 Hagen",80,https://www.vamed-gesundheit.de/kliniken/hagen-ambrock/unser-angebot/unser-fachbereich-pneumologie/
VAMED Klinik Bad Berleburg GmbH,"An der Gontardslust  7, 57319 Bad Berleburg",127,https://www.vamed-gesundheit.de/kliniken/bad-berleburg/
Marienkrankenhaus gGmbH,"Widumgasse 5, 59494 Soest",265,http://www.mkh-soest.de
Katholische Kliniken im Märkischen Kreis - St. Elisabeth Hospital,"Hochstraße 63, 58638 Iserlohn",231,http://www.kkimk.de
Katholische Kliniken im Märkischen Kreis - St. Vincenz Krankenhaus,"Am Stein 24, 58706 Menden",177,https://www.kkimk.de
Ev. Krankenhaus Hagen-Haspe,"Brusebrinkstraße 20, 58135 Hagen",314,http://www.evk-haspe.de
Diakonie Klinikum Ev. Jung-Stilling-Krankenhaus,"Wichernstraße 40, 57074 Siegen",503,http://www.diakonie-sw.de/krankenhaeuser/
Diakonie Klinikum Krankenhaus Bethesda,"Euelsbruchstraße 39, 57258 Freudenberg",183,http://www.krankenhaus-bethesda.de/start/
"Diakonie Klinikum Ev. Krankenhaus Kredenbach, Krankenhausbetrieb bis zum 28.02.2018","Dr. Stelbrink-Straße 47, 57223 Kreuztal",100,http://www.diakonie-sw.de/krankenhaeuser/
St.-Johannes-Hospital Dortmund,"Johannesstraße 9-13, 44137 Dortmund",570,http://www.joho-dortmund.de
St.-Elisabeth-Krankenhaus,"Kurler Str. 130, 44319 Dortmund",85,http://www.elisabeth-dortmund.de
Marien Hospital,"Gablonzstr. 9, 44225 Dortmund",175,http://www.marien-hospital-dortmund.de
LWL Klinik Dortmund - Elisabeth-Klinik -,"Marsbruchstrasse 162a, 44287 Dortmund",35,http://lwl-jugendpsychiatrie-dortmund.de
LWL-Tagesklinik Dortmund,"Beurhausstrasse 47, 44137 Dortmund",12,http://www.lwl-jugendpsychiatrie-dortmund.de/
Marienhospital Arnsberg,"Nordring 37-41, 59821 Arnsberg",207,http://www.klinikum-hochsauerland.de/
St. Johannes-Hospital Neheim,"Springufer 7, 59755 Arnsberg",224,http://www.klinikum-hochsauerland.de/
Karolinen-Hospital Hüsten,"Stolte Ley 5, 59759 Arnsberg",277,http://www.klinikum-hochsauerland.de/
St. Walburga - KKH Meschede,"Schederweg 12, 59872 Meschede",232,https://www.klinikum-hochsauerland.de/klinikum-hochsauerland/standorte/st-walburga-krankenhaus/
Fliedner Klinik Gevelsberg,"Sudfeldstr. 1, 58285 Gevelsberg",30,https://www.fliedner.de/de/seelische_gesundheit/fliedner_klinik_gevelsberg/fliedner_klinik_gevelsberg.php
Ortho-Klinik Dortmund,"Virchowstraße 4, 44263 Dortmund",60,http://www.ortho-klinik.de
Psychosomatische Akut-Klinik Kassel-Bad Wilhelmshöhe,"Wigandstrasse 3-5, 34131 Kassel",47,http://www.psychosomatische-akut-klinik.de
Migräne- und Kopfschmerzklinik Königstein,"Ölmühlweg 31, 61462 Königstein",20,http://www.migraene-klinik.de
"Vitos Klinikum Weil-Lahn, Standort Weilmünster","Weilstraße 10, 35789 Weilmünster",204,http://www.vitos-weil-lahn.de/weil-lahn/weil-lahn-homepage.html
Vitos psychiatrische Tagesklinik Weilburg der Vitos Klinik für Psychiatrie und Psychotherapie Weil-Lahn,"Frankfurter Str. 21, 35781 Weilburg",1,http://www.vitos-weil-lahn.de/weil-lahn/weil-lahn-homepage.html
Vitos Klinik für Psychiatrie und Psychotherapie Hadamar,"Mönchberg 8, 65589 Hadamar",93,http://www.vitos-weil-lahn.de/weil-lahn/weil-lahn-homepage.html
Vitos psychiatrische Tagesklinik Limburg der Vitos Klinik für Psychiatrie und Psychotherapie Hadamar,"Saarlandstraße 2, 65549 Limburg",1,http://www.vitos-weil-lahn.de/weil-lahn/weil-lahn-homepage.html
Heilig-Geist Hospital GmbH &amp; Co. KG,"Rodensteinstraße 94, 64625 Bensheim",151,http://www.hgh-bensheim.de
St. Marien Krankenhaus Lampertheim GmbH,"Neue Schulstraße 12, 68623 Lampertheim",96,http://www.stmarienkrankenhaus.de
Klinikum Darmstadt GmbH,"Grafenstraße 9, 64283 Darmstadt",834,https://klinikum-darmstadt.de/startseite/
Alice-Hospital,"Dieburger Straße 31, 64287 Darmstadt",146,https://www.alice-hospital.de
Marienhospital Darmstadt gGmbH,"Martinspfad 72, 64285 Darmstadt",105,N/A
Klinikum Frankfurt Höchst GmbH,"Gotenstraße  6-8, 65929 Frankfurt am Main",776,http://www.klinikumfrankfurt.de
Krankenhaus Nordwest,"Steinbacher Hohl 2-26, 60488 Frankfurt am Main",503,http://www.krankenhaus-nordwest.de/
Sankt Katharinen Krankenhaus GmbH,"Seckbacher Landstraße 65, 60389 Frankfurt",239,http://www.sankt-katharinen-ffm.de
Sankt Katharinen Krankenhaus GmbH,"Wilhelmshöher Straße 34, 60389 Frankfurt",55,http://www.sankt-katharinen-ffm.de/
Bürgerhospital und Clementine Kinderhospital gGmbH Standort: Bürgerhospital Frankfurt,"Nibelungenallee 37-41, 60318 Frankfurt am Main",336,https://www.buergerhospital-ffm.de
Bürgerhospital und Clementine Kinderhospital gGmbH,"Theobald-Christ-Str. 16, 60316 Frankfurt am Main",76,http://www.clementine-kinderhospital.de
Hospital zum Heiligen Geist,"Lange Straße 4 - 6, 60311 Frankfurt am Main",304,http://www.hospital-zum-heiligen-geist.de/
Berufsgenossenschaftliche Unfallklinik gGmbH,"Friedberger Landstraße 430, 60389 Frankfurt am Main",384,http://www.bgu-frankfurt.de
Krankenhaus Sachsenhausen,"Schulstr. 31, 60594 Frankfurt",216,http://www.krankenhaus-sachsenhausen.de
Klinik Rotes Kreuz,"Königswarterstr. 16, 60316 Frankfurt",206,http://www.rotkreuzkliniken.de/index.html
Klinik Maingau vom Roten Kreuz,"Scheffelstr. 2-14, 60318 Frankfurt",124,http://www.rotkreuzkliniken.de/index.html
"Universitätsklinikum Gießen und Marburg, Standort Gießen","Rudolf-Buchheim-Straße 8, 35392 Gießen",1.284,http://www.ukgm.de
Klinikum Wetzlar-Braunfels,"Forsthausstraße 1, 35578 Wetzlar",654,http://www.lahn-dill-kliniken.de
Vitos Klinikum Gießen-Marburg / Standort Gießen,"Licher Straße 106, 35394 Gießen",263,http://www.vitos-giessen-marburg.de
Vitos Klinikum Gießen-Marburg / Standort Marburg,"Cappeler Straße 98, 35039 Marburg",214,http://www.vitos-giessen-marburg.de
Vitos Klinik Lahnhöhe Marburg / Tagesklinik Alsfeld,"Jahnstraße 37, 36304 Alsfeld",12,http://www.vitos-giessen-marburg.de
Vitos Psychiatrische Tagesklinik Martinshof,"Liebigstraße 20, 35392 Gießen",1,http://www.vitos-giessen-marburg.de
St. Josefs Krankenhaus Balserische Stiftung,"Wilhelmstraße 7, 35392 Gießen",254,http://www.jokba.de
Sana Klinikum Offenbach GmbH,"Starkenburgring 66, 63069 Offenbach",926,https://www.klinikum-offenbach.de
Ketteler Krankenhaus gGmbH,"Lichtenplattenweg 85 85, 63071 Offenbach",278,https://www.ketteler-krankenhaus.org/
Dr. Frühauf Klinik OHG,"Scheffelstr. 83, 63071 Offenbach",36,https://www.klinik-dr-fruehauf.de
HELIOS Dr. Horst-Schmidt-Kliniken Wiesbaden,"Ludwig-Erhard-Strasse 100, 65199 Wiesbaden",1.027,http://www.helios-kliniken.de/klinik/wiesbaden-hsk.html
HELIOS Dr. Horst-Schmidt-Kliniken Wiesbaden,"Aukammallee 39, 65191 Wiesbaden",55,http://www.helios-kliniken.de/klinik/wiesbaden-hsk.html
Asklepios Paulinen Klinik Wiesbaden,"Geisenheimer Straße 10, 65197 Wiesbaden",314,http://www.asklepios.com/wiesbaden
Asklepios Paulinen Klinik Wiesbaden TK Rüdesheim,"Eibinger Straße 9, 65385 Rüdesheim",45,http://www.asklepios.com/wiesbaden
Asklepios Paulinen Klinik Wiesbaden TK Biebrich,"Rathausstraße 62-64, 65203 Wiesbaden",15,http://www.asklepios.com/wiesbaden
St. Josefs-Hospital Wiesbaden GmbH,"Beethovenstr. 20, 65189 Wiesbaden",539,http://www.joho.de
DKD HELIOS Klinik Wiesbaden,"Aukammallee 33, 65191 Wiesbaden",138,http://www.helios-kliniken.de/wiesbaden-dkd
HELIOS Aukamm-Klinik Wiesbaden GmbH,"Leibnizstraße 21, 65191 Wiesbaden",54,http://www.helios-kliniken.de/klinik/wiesbaden-aukamm-klinik.html
Vitos Heppenheim,"Viernheimer Strasse 4, 64646 Heppenheim",206,http://www.vitos-heppenheim.de/heppenheim/heppenheim-homepage.html
Vitos Klinikum Heppenheim Standort Bensheim,"Hauptstrasse 87, 64625 Bensheim",1,http://www.vitos-heppenheim.de/heppenheim/heppenheim-homepage.html
Vitos Klinikum Heppenheim Standort Lampertheim,"Emilienstrasse 5, 68623 Lampertheim",1,http://www.vitos-heppenheim.de/heppenheim/heppenheim-homepage.html
St. Josef-Krankenhaus Viernheim,"Seegartenstraße 4, 68519 Viernheim",82,https://www.st.josef-kh-vhm.de
Schön Klinik Lorsch SE &amp; Co. KG,"Wilhelm-Leuschner-Straße 10, 64653 Lorsch",94,http://www.schoen-klinik.de
Kreisklinik Groß-Umstadt,"Krankenhausstr. 11, 64823 Groß-Umstadt",363,http://www.kreiskliniken-dadi.de
Kreisklinik Jugenheim,"Hauptstr. 30, 64342 Seeheim-Jugenheim",98,http://www.kreiskliniken-darmstadt-dieburg.de/
Kreisklinik Groß-Gerau GmbH,"Wilhelm-Seipp-Straße 3, 64521 Groß-Gerau",220,http://www.kreisklinik-gg.de
Vitos Klinikum Riedstadt Standort Riedstadt,"Philippsanlage 101, 64560 Riedstadt",274,http://www.vitos-riedstadt.de
Vitos Philippshospital Riedstadt Standort Gross-Gerau,"Am Burggraben 1a, 64521 Gross-Gerau",1,http://www.vitos-riedstadt.de
Vitos Philippshospital Riedstadt Standort Rüsselsheim,"Löwenplatz 1 - 3, 65428 Rüsselsheim",1,http://www.vitos-riedstadt.de
Vitos Klinik Hofheim Standort Höchst/Odenwald,"Erbacher Str. 84-86, 64739 Höchst / Odenwald",1,http://www.vitos-riedstadt.de
Vitos Klinik Hofheim Standort Dietzenbach,"Offenbacherstr. 19, 63128 Dietzenbach",1,http://www.vitos-riedstadt.de
Vitos Klinik Hofheim Standort Heppenheim,"Ludwigstr. 51, 64646 Heppenheim",1,http://www.vitos-riedstadt.de
Hochtaunus-Kliniken gGmbH - Bad Homburg,"Zeppelinstraße 20, 61352 Bad Homburg",474,https://www.hochtaunus-kliniken.de
Hochtaunus-Kliniken gGmbH - Usingen,"Weilburger Straße 48, 61250 Usingen",100,https://www.hochtaunus-kliniken.de/
Hochtaunus-Kliniken gGmbH - Königstein Geriatrie,"Woogtalstraße 7, 61462 Königstein im Taunus",20,https://www.hochtaunus-kliniken.de/medizinische-fachabteilungen/koenigstein/geriatrie
Vitos Waldkrankenhaus Köppern,"Emil-Sioli-Weg 1-3, 61381 Friedrichsdorf",125,http://www.vitos-hochtaunus.de
Vitos-Klinik Hasselborn,"Am Grünen Loch 4, 35647 Waldsolms",14,http://www.vitos-hochtaunus.de
Vitos Klinik Bamberger Hof,"Oeder Weg 46, 60318 Frankfurt",30,http://www.vitos-hochtaunus.de
Vitos psychiatrische Tagesklinik Bad Homburg,"Zeppelinstraße 24, 61348 Bad-Homburg",40,http://www.vitos-hochtaunus.de
Klinik Hohe Mark,"Friedländerstraße 2, 61440 Oberursel",234,https://www.hohemark.de/startseite/
Klinik Hohe Mark Tagesklinik Frankfurt,"Friedberger Landstraße 52, 60316 Frankfurt",20,https://www.hohemark.de/startseite/
Privatklinik Dr. Amelung GmbH,"Altkönigstraße 16, 61462 Königstein im Taunus",100,https://www.klinik-amelung.de/
Klinik Dr. Steib Betriebs GmbH,"Adelheidstraße 18, 61462 Königstein",36,https://www.klinik-steib.de
Dill Kliniken,"Rotebergstraße 2, 35683 Dillenburg",261,http://www.lahn-dill-kliniken.de
Asklepios Klinik Lich GmbH,"Goethestraße 4, 35423 Lich",244,http://www.asklepios.com/lich
Vitos Klinikum Herborn,"Austraße 40, 35745 Herborn",304,http://www.vitos-herborn.de/herborn/herborn-homepage.html
Vitos psychiatrische Tagesklinik Wetzlar und Vitos kinder- und jugendpsychiatrische Tagesklinik Wetzlar,"Sophienstr. 7, 35578 Wetzlar",2,http://vitos-herborn.de/
Vitos kinder- und jugendpsychiatrische Tagesklinik Hanau,"Geibelstraße 18, 63450 Hanau",1,http://www.vitos-herborn.de/herborn/herborn-homepage.html
Vitos kinder- und jugendpsychiatrische Tagesklinik Limburg,"Saarlandstr. 2, 65549 Limburg",1,http://www.vitos-herborn.de/herborn/herborn-homepage.html
Kaiserin-Auguste-Victoria Krankenhaus GmbH,"Stegwiese 27, 35630 Ehringshausen",89,http://www.kav-krankenhaus.de/
BDH-Klinik Braunfels gGmbH,"Hubertusstraße 3-7, 35619 Braunfels",62,http://www.bdh-klinik-braunfels.de
ATOS Orthopädische Klinik Braunfels,"Hasselbornring 5, 35619 Braunfels",115,https://www.atos.de
Kreiskrankenhaus Weilburg gGmbH,"Am Steinbühl 2, 35781 Weilburg",181,http://krankenhaus-weilburg.de
St. Vincenz-Krankenhaus Limburg,"Auf dem Schafsberg -, 65549 Limburg",508,http://www.st-vincenz.de/
Krankenhaus Gelnhausen,"Herzbachweg 14, 63571 Gelnhausen",458,http://www.mkkliniken.de/
Klinikum Hanau GmbH,"Leimenstraße 20, 63450 Hanau",787,http://www.klinikum-hanau.de
Krankenhaus Schlüchtern,"Kurfürstenstr. 17, 36381 Schlüchtern",324,http://www.mkkliniken.de/
"St. Vinzenz Krankenhaus Hanau, Haupthaus","Am Frankfurter Tor 25, 63450 Hanau",302,http://www.vinzenz-hanau.de
Martin-Luther-Stiftung,"Martin-Luther-Anlage 8, 63450 Hanau",38,http://www.vinzenz-hanau.de
Kliniken des Main-Taunus-Kreises GmbH,"Lindenstraße 10, 65719 Hofheim",165,http://www.kliniken-mtk.de
Kliniken des Main-Taunus-Kreises GmbH,"Kronberger Straße 36, 65812 Bad Soden am Taunus",385,http://www.kliniken-mtk.de
Gesundheitszentrum Odenwaldkreis GmbH,"Albert-Schweitzer-Str. 10-20, 64711 Erbach im Odenwald",329,http://www.gz-odw.de
HELIOS Klinik Bad Schwalbach,"Emser Str. 29-31, 65307 Bad Schwalbach",110,http://www.helios-kliniken.de/klinik/bad-schwalbach.html
HELIOS Klinik Idstein,"Robert-Koch-Str. 2, 65510 Idstein",80,http://www.helios-kliniken.de/klinik/idstein.html
"Vitos Klinikum Rheingau, Eltville","Kloster-Eberbach-Straße 4, 65346 Eltville",196,http://www.vitos-rheingau.de
"Vitos Klinikum Rheingau, Vitos kinder- und jugendpsychiatrische Klinik Idstein","Robert-Koch-Straße 2, 65510 Idstein",18,http://www.vitos-rheingau.de
"Vitos Klinikum Rheingau, Vitos psychiatrische Tagesklinik und Ambulanz Wiesbaden und Vitos kinder- und jugendpsychiatrische Tagesklinik und Ambulanz Wiesbaden","Eberleinstraße 48, 65195 Wiesbaden",2,http://www.vitos-rheingau.de
"Vitos Klinikum Rheingau, Vitos kinder-und jugendpsychiatrische Tagesklinik und Ambulanz Kelkheim","Frankfurter Straße 63, 65779 Kelkheim",1,http://www.vitos-rheingau.de
Vitos kinder- und jugendpsychiatrische Tagesklinik und Ambulanz Oberursel,"Obere Zeil 2, 61440 Oberursel",1,http://www.vitos-rheingau.de
"Vitos Klinikum Rheingau, Vitos psychiatrische Tagesklinik und Ambulanz Idstein","Rudolfstraße 2-4, 65510 Idstein",1,http://www.vitos-rheingau.de
St. Josefs-Hospital Rheingau,"Eibinger Str. 9, 65385 Rüdesheim",139,http://www.joho-rheingau.de
Otto-Fricke-Krankenhaus,"Martha-von-Opel-Weg 34, 65307 Bad Schwalbach",137,http://www.otto-fricke-krankenhaus.de
Kreiskrankenhaus des Vogelsbergkreises in Alsfeld GmbH,"Schwabenröder Strasse 81, 36304 Alsfeld",185,https://www.kkh-alsfeld.de/
Gesundheitszentrum Wetterau gGmbH Kreiskrankenhaus Schotten,"Wetterauer Platz 1, 63679 Schotten",142,http://www.gz-wetterau.de
Krankenhaus Eichhof Lauterbach,"Eichhofstraße 1, 36341 Lauterbach",240,http://www.eichhof-online.de
HELIOS Klinik Oberwald Grebenhain,"An den Mühlwiesen  14-17, 36355 Grebenhain",68,https://www.helios-kliniken.de/klinik/grebenhain.html
Capio Mathilden-Hospital Büdingen,"Am Schlag 9, 63654 Büdingen",183,http://www.capio-mathilden-hospital.de
Kerckhoff-Klinik GmbH,"Benekestr. 2 - 8, 61231 Bad Nauheim",413,http://www.kerckhoff-klinik.de
GZW Diabetes-Klinik Bad Nauheim gGmbH,"Ludwigstraße 37 - 39, 61231 Bad Nauheim",46,http://www.diabetes-klinik-bn.de
Universitätsklinikum Frankfurt,"Theodor-Stern-Kai 7, 60590 Frankfurt am Main",1.309,http://www.kgu.de
Asklepios Neurologische Klinik Bad Salzhausen,"Am Hasensprung 6, 63667 Nidda / Bad Salzhausen",96,http://www.asklepios.com/bad-salzhausen/
Klinikum Kassel GmbH,"Mönchebergstraße 41-43, 34125 Kassel",1.202,https://www.gesundheit-nordhessen.de/klinikum-kassel/
Vitos Orthopädische Klinik Kassel gemeinnützige GmbH,"Wilhelmshöher Allee 345, 34131 Kassel",137,http://www.vitos-okk.de
DRK-Kliniken Nordhessen Gemeinnützige GmbH Standort Wehlheiden,"Hansteinstraße 29, 34121 Kassel",320,http://www.drk-nh.de
DRK-Kliniken Nordhessen Gemeinnützige GmbH Standort Bettenhausen,"Pfarrstraße 19, 34123 Kassel",70,http://www.drk-nh.de
DRK-Kliniken Nordhessen Gemeinnützige GmbH Standort Kaufungen,"Sophie Henschel Weg 2, 34260 Kaufungen",100,http://www.drk-nh.de
Marienkrankenhaus Kassel,"Marburger Str. 85, 34127 Kassel",195,http://www.marienkrankenhaus-kassel.de
St. Elisabeth Krankenhaus,"Warburger Straße 6, 34471 Volkmarsen",72,http://www.elisabeth-krankenhaus-volkmarsen.de
Paracelsus-Elena-Klinik,"Klinikstraße 16, 34128 Kassel",120,https://www.paracelsus-kliniken.de/kassel
Klinikum Fulda gAG,"Pacelliallee 4, 36043 Fulda",1.009,http://www.klinikum-fulda.de
Herz-Jesu-Krankenhaus gGmbH,"Buttlarstraße 74, 36039 Fulda",321,http://www.herz-jesu-krankenhaus.de
"Abteilung für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie der Herz-Jesu-Krankenhaus Fulda gGmbH","Am Weinberg 19, 36251 Bad Hersfeld",1,http://www.herz-jesu-krankenhaus.de
Klinikum Bad Hersfeld,"Seilerweg 29, 36251 Bad Hersfeld",568,https://www.klinikum-bad-hersfeld.de/
Klinikum Bad Hersfeld - Klinik am Hainberg,"Ludwig-Braun-Str. 32, 36251 Bad Hersfeld",38,https://www.klinikum-bad-hersfeld.de/
Klinikum Bad Hersfeld - Vitalisklinik,"Am Weinberg 3, 36251 Bad Hersfeld",7,https://www.klinikum-bad-hersfeld.de/
Rotenburg an der Fulda,"Am Emanuelsberg 1, 36199 Rotenburg an der Fulda",180,http://www.kkh-rotenburg.de
Klinik- und Rehabilitationszentrum Lippoldsberg GmbH,"Birkenallee 1, 37194 WAHLSBURG",87,http://www.klinik-lippoldsberg.de
Fachklinik für Lungenerkrankungen,"Robert - Koch - Straße 3, 34376 Immenhausen",108,http://www.lungenfachklinik-immenhausen.de
[2017-06-08 10:46:50] Evangelisches Krankenhaus Gesundbrunnen gGmbH,"Am Krähenberg 1, 34369 Hofgeismar",150,http://www.ekh-gesundbrunnen.de
"Universitätsklinikum Gießen und Marburg GmbH, Standort Marburg","Baldingerstraße 01, 35043 Marburg",1.108,http://www.ukgm.de
Diakonie-Krankenhaus Wehrda,"Hebronberg 5, 35041 Marburg-Wehrda",210,http://www.dkh-wehrda.de/
DRK Krankenhaus Biedenkopf,"Hainstraße 71 - 75, 35216 Biedenkopf",105,https://www.drk-biedenkopf.de
Hessische Berglandklinik Koller GmbH,"Landstr. 4, 35080 Bad Endbch",100,http://www.berglandklinik.de
Bad Endbach,"Sebastian-Kneipp-Str. 36, 35080 Bad Endbach",75,http://www.rzmh.de
"Asklepios Schwalm-Eder-Kliniken GmbH, Klinikum Schwalmstadt","Krankenhausstraße 27, 34316 Schwalmstadt",204,http://www.asklepios.com/schwalm_eder
"Asklepios Schwalm-Eder-Kliniken GmbH, Klinikum Melsungen","Kasseler Straße 80, 34212 Melsungen",76,http://www.asklepios.com/klinik/default.aspx?name=Asklepios_Klinik_Melsungen
Fritzlar,"Am Hospital 6, 34560 Fritzlar",173,http://www.hospital-fritzlar.de
Hephata-Klinik,"Schimmelpfengstr. 6, 34613 Schwalmstadt",106,http://www.hephata.de
Neurologische Akutklinik Bad Zwesten,"Hardtstrasse 31, 34596 Bad Zwesten",63,http://www.hardtwaldklinik1.de
Kreiskrankenhaus Frankenberg,"Forststraße 9, 35066 Frankenberg",223,http://www.krankenhaus-frankenberg.de
