Krankenhaus,Adresse,n_Betten,url,address,lat,lng
GFO Kliniken Bonn - Betriebstätte St. Franziskus,"Nikolausstraße 14, 53129 Bonn-Kessenich",40.0,http://www.marien-hospital-bonn.de/fachabteilungen/psychosomatik.html,"Nikolausstraße 14, 53129 Bonn-Kessenich",50.713382,7.1057024
GFO Kliniken Bonn - Betriebsstätte CURA Krankenhaus Bad Honnef,"Schülgenstr. 15, 53604 Bad Honnef",178.0,https://www.cura.org,"Schülgenstr. 15, 53604 Bad Honnef",50.6475603,7.2261457
Johanniter GmbH - Johanniter Krankenhaus Bonn,"Johanniterstr. 3-5, 53113 Bonn",364.0,http://www.johanniter.de/einrichtungen/krankenhaus/bonn/,"Johanniterstr. 3-5, 53113 Bonn",50.7127865,7.1323564
Johanniter GmbH - Waldkrankenhaus Bonn,"Waldstr. 73, 53177 Bonn",288.0,http://www.johanniter.de/einrichtungen/krankenhaus/bonn/,"Waldstr. 73, 53177 Bonn",50.6825539,7.1271066
MediClin Robert Janker Klinik,"Villenstraße 8, 53129 Bonn",83.0,http://www.Robert-Janker-Klinik.de,"Villenstraße 8, 53129 Bonn",50.7043993,7.1103951
LVR-Klinik Bonn,"Kaiser-Karl-Ring 20, 53111 Bonn",680.0,http://www.klinik-bonn.lvr.de,"Kaiser-Karl-Ring 20, 53111 Bonn",50.7477016,7.0883949
Universitätsklinikum Köln,"Kerpener Straße 62, 50937 Köln",1.455,https://www.uk-koeln.de/,"Kerpener Straße 62, 50937 Köln",50.9233387,6.9176031
Kliniken der Stadt Köln gGmbH - Krankenhaus Holweide,"Neufelder Straße 32, 51067 Köln",407.0,http://www.kliniken-koeln.de,"Neufelder Straße 32, 51067 Köln",50.9667756,7.0559869
Eduardus-Krankenhaus gGmbH,"Custodisstr. 3-17, 50679 Köln",212.0,http://www.eduardus.de,"Custodisstr. 3-17, 50679 Köln",50.93278,6.98031
St. Agatha Krankenhaus Köln,"Feldgärtenstraße 97, 50735 Köln",159.0,https://www.st-agatha-krankenhaus.de/,"Feldgärtenstraße 97, 50735 Köln",50.9872594,6.9611023
Heilig Geist-Krankenhaus,"Graseggerstr. 105, 50737 Köln",291.0,http://www.hgk-koeln.de/,"Graseggerstr. 105, 50737 Köln",50.9926051,6.9247906
Krankenhaus der Augustinerinnen,"Jakobstr. 27-31, 50678 Köln",300.0,http://www.severinskloesterchen.de,"Jakobstr. 27-31, 50678 Köln",50.9248061,6.9557981
St. Marien-Hospital,"Kunibertskloster 11-13, 50668 Köln",226.0,http://www.st-marien-hospital.de,"Kunibertskloster 11-13, 50668 Köln",50.94732,6.96234
St. Vinzenz-Hospital,"Merheimer Str. 221-223, 50733 Köln",310.0,http://www.vinzenz-hospital.de/,"Merheimer Str. 221-223, 50733 Köln",50.96697,6.9469
"St. Antonius Krankenhaus, Köln, gGmbH","Schillerstrasse 23, 50968 Köln",222.0,http://www.antonius-koeln.de,"Schillerstrasse 23, 50968 Köln",50.9100524,6.9665887
St. Franziskus-Hospital,"Schönsteinstr. 63, 50825 Köln Ehrenfeld",300.0,http://www.stfranziskus.de/,"Schönsteinstr. 63, 50825 Köln Ehrenfeld",50.9540995,6.917546
St. Elisabeth-Krankenhaus Köln GmbH,"Werthmannstr. 1, 50935 Köln",392.0,http://www.hohenlind.de,"Werthmannstr. 1, 50935 Köln",50.923663,6.8974745
Evangelisches Krankenhaus Kalk gGmbH,"Buchforststr. 2, 51103 Köln",325.0,https://www.evkk.de,"Buchforststr. 2, 51103 Köln",50.94127,7.0092
Evangelisches Klinikum Köln Weyertal GmbH,"Weyertal 76, 50931 Köln",190.0,http://www.evk-koeln.de,"Weyertal 76, 50931 Köln",50.9278,6.92501
Krankenhaus Porz am Rhein gGmbH,"Urbacher Weg 19, 51149 Köln",420.0,https://www.khporz.de/,"Urbacher Weg 19, 51149 Köln",50.89273,7.05084
LVR-Klinik Köln,"Wilhelm-Griesinger Str. 23, 51109 Köln",526.0,http://www.klinik-koeln.lvr.de,"Wilhelm-Griesinger Str. 23, 51109 Köln",50.9349467,7.0521397
Alexianer Krankenhaus Köln,"Kölner Str. 64, 51149 Köln",189.0,http://www.alexianer-koeln.de,"Kölner Str. 64, 51149 Köln",50.89724,7.0429
Klinikum Leverkusen gGmbH,"Am Gesundheitspark 11, 51375 Leverkusen",740.0,http://www.klinikum-lev.de,"Am Gesundheitspark 11, 51375 Leverkusen",51.0307424,7.0343799
St. Remigius Krankenhaus Opladen,"An St. Remigius  26, 51379 Leverkusen",257.0,http://www.kplusgruppe.de,"An St. Remigius  26, 51379 Leverkusen",51.0684731,7.0050565
St. Josef Krankenhaus Wiesdorf,"Adolfsstraße 15, 51373 Leverkusen",107.0,http://www.kplusgruppe.de,"Adolfsstraße 15, 51373 Leverkusen",51.031524,6.975473
St.-Antonius-Hospital gGmbh,"Dechant-Deckers-Str. 8, 52249 Eschweiler",398.0,http://www.sah-eschweiler.de,"Dechant-Deckers-Str. 8, 52249 Eschweiler",50.8183907,6.2644029
Eifelklinik St. Brigida GmbH &amp; Co. KG,"Kammerbruchstraße 8, 52152 Simmerath",125.0,https://www.st-brigida.de,"Kammerbruchstraße 8, 52152 Simmerath",50.6044327,6.301399
Bethlehem Gesundheitszentrum Stolberg,"Steinfeldstraße 5, 52222 Stolberg (Rheinl.)",263.0,http://www.bethlehem.de,"Steinfeldstraße 5, 52222 Stolberg (Rheinl.)",50.7728212,6.229587
Krankenhaus Düren gem. GmbH,"Roonstraße 30, 52351 Düren",449.0,http://www.krankenhaus-dueren.de,"Roonstraße 30, 52351 Düren",50.80873,6.49902
St. Marien-Hospital gGmbH,"Hospitalstr. 44, 52353 Düren-Birkesdorf",381.0,http://www.marien-hospital-dueren.de,"Hospitalstr. 44, 52353 Düren-Birkesdorf",50.821947,6.4673851
St. Augustinus Krankenhaus gGmbH,"Renkerstraße 45, 52355 Düren",288.0,http://www.ct-west.de/st-augustinus-krankenhaus-dueren/,"Renkerstraße 45, 52355 Düren",50.77061,6.48759
LVR-Klinik Düren,"Meckerstraße 15, 52353 Düren",531.0,http://www.klinik-dueren.lvr.de,"Meckerstraße 15, 52353 Düren",50.817096,6.4819493
St. Josef-Krankenhaus,"Rurdorfer Straße 49, 52441 Linnich",132.0,https://www.krankenhaus-linnich.de/,"Rurdorfer Straße 49, 52441 Linnich",50.9767009,6.2686296
St. Hubertus-Stift GmbH,"Klosterstraße 2, 50181 Bedburg",80.0,http://www.st-hubertusstift.de,"Klosterstraße 2, 50181 Bedburg",50.9980469,6.5791785
Maria-Hilf-Krankenhaus,"Klosterstraße 2, 50126 Bergheim",205.0,http://www.maria-Hilf-krankenhaus.de,"Klosterstraße 2, 50126 Bergheim",50.95256,6.6381
Marienhospital Brühl,"Mühlenstrasse 21-25, 50321 Brühl",232.0,http://www.marienhospital-bruehl.info/startseite.html,"Mühlenstrasse 21-25, 50321 Brühl",50.82747,6.90161
Johanniter-Tagesklinik Siegburg gGmbH - Klinik für Psychiatrie und Psychotherapie,"Mühlengrabenstraße 2, 53721 Siegburg",1.0,http://www.tagesklinik-siegburg.de,"Mühlengrabenstraße 2, 53721 Siegburg",50.7885459,7.218757
Marien-Hospital Erftstadt-Frauenthal,"Münchweg 3, 50374 Erftstadt",125.0,http://www.marienerft.de,"Münchweg 3, 50374 Erftstadt",50.80848,6.80923
St.-Katharinen-Hospital GmbH,"Kapellenstr. 1-5, 50226 Frechen",431.0,http://www.st-katharinen-hospital.de/,"Kapellenstr. 1-5, 50226 Frechen",50.92284,6.81209
Sana-Krankenhaus Hürth,"Krankenhausstr. 42, 50354 Hürth",140.0,http://www.sana-huerth.de,"Krankenhausstr. 42, 50354 Hürth",50.8840526,6.8867594
Dreifaltigkeits-Krankenhaus Wesseling,"Bonner Straße 84, 50389 Wesseling",186.0,http://www.krankenhaus-wesseling.de,"Bonner Straße 84, 50389 Wesseling",50.82204,6.98623
Marien-Hospital,"Gottfried-Disse-Straße 40, 53879 Euskirchen",445.0,http://www.marien-hospital.com,"Gottfried-Disse-Straße 40, 53879 Euskirchen",50.6425485,6.791239
Krankenhaus Mechernich,"St.-Elisabeth-Straße 2-6, 53894 Mechernich",418.0,http://www.kkhm.de,"St.-Elisabeth-Straße 2-6, 53894 Mechernich",50.59323,6.65043
Krankenhaus Schleiden,"Am Hähnchen 36, 53937 Schleiden",105.0,http://www.krankenhaus-schleiden.de,"Am Hähnchen 36, 53937 Schleiden",50.5331198,6.4869383
Fachklinik für Psychiatrie und Psychotherapie der MARIENBORN gGmbH,"Luxemburger Straße 1, 53909 Zülpich",175.0,http://www.marienborn-psychiatrie.de,"Luxemburger Straße 1, 53909 Zülpich",50.683995,6.6446433
Hermann-Josef-Krankenhaus,"Tenholter Str. 43, 41812 Erkelenz",409.0,http://www.krankenhaus-erkelenz.de/,"Tenholter Str. 43, 41812 Erkelenz",51.07511,6.31308
ViaNobis - Die Fachklinik am Standort Gangelt,"Katharina-Kasper-Str. 6, 52538 Gangelt",153.0,http://www.vianobis-fachklinik.de,"Katharina-Kasper-Str. 6, 52538 Gangelt",50.9927846,5.9941169
Tagesklinik Heinsberg,"Genneper Str. 2, 52525 Heinsberg",20.0,http://www.vianobis-fachklinik.de,"Genneper Str. 2, 52525 Heinsberg",51.065602,6.0963485
Tagesklinik Erkelenz,"Goswinstr. 28, 41812 Erkelenz",15.0,http://www.vianobis-fachklinik.de,"Goswinstr. 28, 41812 Erkelenz",51.0757931,6.3132812
St. Elisabeth-Krankenhaus Geilenkirchen gemeinnützige Gesellschaft mbH,"Martin-Heyden-Straße 32, 52511 Geilenkirchen",233.0,https://www.krankenhaus-geilenkirchen.de,"Martin-Heyden-Straße 32, 52511 Geilenkirchen",50.96501,6.12341
Städtisches Krankenhaus Heinsberg GmbH,"Auf dem Brand 1, 52525 Heinsberg",187.0,http://www.krankenhaus-heinsberg.de,"Auf dem Brand 1, 52525 Heinsberg",51.06465,6.09535
Katholische Kliniken Oberberg gGmbH,"Wohlandstraße 30, 51766 Engelskirchen",265.0,http://www.k-k-o.de,"Wohlandstraße 30, 51766 Engelskirchen",50.9859234,7.3791407
Kreiskrankenhaus Gummersbach,"Wilhelm-Breckow-Allee 20, 51643 Gummersbach",537.0,http://www.klinikum-oberberg.de,"Wilhelm-Breckow-Allee 20, 51643 Gummersbach",51.0156594,7.5667061
Kreiskrankenhaus Waldbröl,"Dr. Goldenbogenstraße 10, 51545 Waldbröl",320.0,http://www.klinikum-oberberg.de,"Dr. Goldenbogenstraße 10, 51545 Waldbröl",50.8791355,7.6292155
Zentrum für Seelische Gesundheit Marienheide -Klinik Marienheide-,"Leppestraße 65-67, 51709 Marienheide",177.0,http://www.klinikum-oberberg.de,"Leppestraße 65-67, 51709 Marienheide",51.0759984,7.5231773
Sana Krankenhaus Radevormwald,"Siepenstraße 33, 42477 Radevormwald",140.0,https://www.sana-radevormwald.de/home.html,"Siepenstraße 33, 42477 Radevormwald",51.1983928,7.3511242
Blaues Kreuz Diakoniewerk mGmbH - Fachklinik Curt-von-Knobelsdorff-Haus,"Hermannstraße 17, 42477 Radevormwald",14.0,http://www.blaues-kreuz.de,"Hermannstraße 17, 42477 Radevormwald",51.2047466,7.3480991
Marien-Krankenhaus,"Dr. Robert-Koch-Str. 18, 51465 Bergisch Gladbach",543.0,https://www.gfo-kliniken-rhein-berg.de/startseite.html,"Dr. Robert-Koch-Str. 18, 51465 Bergisch Gladbach",50.9923091,7.1286213
Vinzenz Pallotti Hospital,"Vinzenz-Pallotti-Straße 20, 51429 Bergisch-Gladbach-Bensberg",233.0,https://www.gfo-kliniken-rhein-berg.de/startseite.html,"Vinzenz-Pallotti-Straße 20, 51429 Bergisch-Gladbach-Bensberg",50.9618781,7.1750989
Evangelisches Krankenhaus Bergisch Gladbach gGmbH,"Ferrenbergstrasse 24, 51465 Bergisch Gladbach",409.0,http://www.evk.de/,"Ferrenbergstrasse 24, 51465 Bergisch Gladbach",50.9897362,7.138298
Krankenhaus Wermelskirchen GmbH,"Königstraße 100, 42929 Wermelskirchen",200.0,https://www.krankenhaus-wermelskirchen.de/,"Königstraße 100, 42929 Wermelskirchen",51.1348449,7.2217103
Rhein-Klinik,"Luisenstr. 3, 53604 Bad Honnef",94.0,https://www.rhein-klinik.de,"Luisenstr. 3, 53604 Bad Honnef",50.64481,7.22227
St. Franziskus Krankenhaus GmbH,"Hospitalstraße 7, 53783 Eitorf",95.0,https://www.krankenhaus-eitorf.de/,"Hospitalstraße 7, 53783 Eitorf",50.7678195,7.4524143
"GFO Kliniken Troisdorf, Betriebsstätte St. Josef Troisdorf","Hospitalstraße  45, 53840 Troisdorf",324.0,https://www.gfo-kliniken-troisdorf.de,"Hospitalstraße  45, 53840 Troisdorf",50.8178181,7.1593949
GFO Kliniken Troisdorf,"Wilhelm-Busch Str. 9, 53844 Troisdorf",220.0,https://www.gfo-kliniken-troisdorf.de,"Wilhelm-Busch Str. 9, 53844 Troisdorf",50.79745,7.1173401
Tagesklinik Alteburger Straße gGmbH,"Alteburger Straße 8 - 12, 50678 Köln",96.0,http://www.tka-koeln.de,"Alteburger Straße 8 - 12, 50678 Köln",50.9218937,6.9613767
Psychosomatische Klinik Bergisch Gladbach,"Schlodderdicher Weg 23 a, 51469 Bergisch Gladbach",47.0,http://www.klinikum-oberberg.de,"Schlodderdicher Weg 23 a, 51469 Bergisch Gladbach",50.9782457,7.0988049
Tagesklinik Pionierstraße,"Pionierstr. 19, 50735 Köln",1.0,http://www.tagesklinik-pionierstrasse.de,"Pionierstr. 19, 50735 Köln",50.9649521,6.9804717
Rhein-Maas Klinikum,"Mauerfeldchen 25, 52146 Würselen",577.0,http://www.rheinmaasklinikum.de,"Mauerfeldchen 25, 52146 Würselen",50.8151114,6.1429198
Betriebsteil Bardenberg,"Dr. Hans Böckler Platz 1, 52146 Würselen",577.0,http://www.rheinmaasklinikum.de,"Dr. Hans Böckler Platz 1, 52146 Würselen",50.8430488,6.1103151
Augenklinik Dardenne SE,"Friedrich-Ebert-Str. 23-25, 53177 Bonn",21.0,https://www.augenklinik-dardenne.de/,"Friedrich-Ebert-Str. 23-25, 53177 Bonn",50.680482,7.158757
Kliniken der Stadt Köln gGmbH - Krankenhaus Merheim,"Ostmerheimer Str. 200, 51109 Köln",724.0,http://www.kliniken-koeln.de/Krankenhaus_Merheim_Startseite.htm?ActiveID=1558,"Ostmerheimer Str. 200, 51109 Köln",50.9388455,7.0524738
Kliniken Köln gGmbH - Kinderkrankenhaus Amsterdamer Straße,"Amsterdamer Straße 59, 50735 Köln",204.0,http://www.kliniken-koeln.de,"Amsterdamer Straße 59, 50735 Köln",50.9619594,6.9672444
Klinik für Kinder- und Jugendpsychiatrie und Psychotherapie,"Florentine-Eichler-Straße 1, 51067 Köln",78.0,http://www.kliniken-koeln.de,"Florentine-Eichler-Straße 1, 51067 Köln",50.96516,7.05682
Malteser Krankenhaus St. Hildegardis,"Bachemer Straße 29-33, 50931 Köln",233.0,http://www.malteser-krankenhaus-koeln.de,"Bachemer Straße 29-33, 50931 Köln",50.931668,6.9240669
HELIOS Klinikum Siegburg,"Ringstraße 49, 53721 Siegburg",361.0,https://www.helios-gesundheit.de/kliniken/siegburg/,"Ringstraße 49, 53721 Siegburg",50.7989869,7.2065229
Asklepios Klinik Sankt Augustin GmbH,"Arnold-Janssen-Straße 29, 53757 Sankt Augustin",206.0,http://www.asklepios.com/sanktaugustin,"Arnold-Janssen-Straße 29, 53757 Sankt Augustin",50.77522,7.18153
St. Elisabeth-Krankenhaus Jülich,"Kurfürstenstrasse  22, 52428 Jülich",156.0,http://www.krankenhaus-juelich.de/,"Kurfürstenstrasse  22, 52428 Jülich",50.92522,6.36418
Sana Dreifaltigkeits-Krankenhaus Köln,"Aachener Str. 445-449, 50933 Köln",80.0,http://www.dfk-koeln.de,"Aachener Str. 445-449, 50933 Köln",50.9368036,6.9047758
Helios Klinik Wipperfürth,"Alte Kölner Straße 9, 51688 Wipperfürth",131.0,http://www.helios-gesundheit.de/wipperfuerth,"Alte Kölner Straße 9, 51688 Wipperfürth",51.1131052,7.3854592
Elisabeth- Krankenhaus GmbH,"Cranger Str. 226, 45891 Gelsenkirchen",223.0,http://www.elisabeth-krankenhaus-ge.de/4547/,"Cranger Str. 226, 45891 Gelsenkirchen",51.563168,7.0842458
Marienhospital Gelsenkirchen GmbH,"Virchowstr. 122, 45886 Gelsenkirchen",568.0,http://marienhospital.eu/marienhospital-gelsenkirchen/,"Virchowstr. 122, 45886 Gelsenkirchen",51.4967067,7.1019561
Sankt Marien-Hospital Buer GmbH,"Mühlenstr. 5-9, 45894 Gelsenkirchen",257.0,,"Mühlenstr. 5-9, 45894 Gelsenkirchen",51.58165,7.04773
Evangelische Kliniken Gelsenkirchen GmbH,"Munckelstr. 27, 45879 Gelsenkirchen",433.0,https://evk-ge.meinediakonie.de/,"Munckelstr. 27, 45879 Gelsenkirchen",51.50979,7.08927
Universitätsklinikum Münster,"Domagkstr. 5, 48149 Münster",1.457,http://klinikum.uni-muenster.de,"Domagkstr. 5, 48149 Münster",51.9611852,7.6004625
Ludgerus-Kliniken Münster GmbH-Standort Clemenshospital,"Düesbergweg 124, 48153 Münster",405.0,https://www.clemenshospital.de,"Düesbergweg 124, 48153 Münster",51.93281,7.6139501
Ludgerus-Kliniken Münster GmbH-Standort Raphaelsklinik,"Loerstraße 23, 48143 Münster",275.0,https://www.raphaelsklinik.de,"Loerstraße 23, 48143 Münster",51.959337,7.6298174
Herz-Jesu-Krankenhaus Hiltrup GmbH,"Westfalenstr. 109, 48165 Münster",355.0,https://www.hjk-muenster.de/startseite.html,"Westfalenstr. 109, 48165 Münster",51.9092645,7.63475
Evangelisches Krankenhaus Johannisstift Münster gGmbH,"Wichernstr. 8, 48147 Münster",181.0,http://www.evk-muenster.de,"Wichernstr. 8, 48147 Münster",51.9726862,7.6250129
LWL-Klinik Münster,"Friedrich-Wilhelm-Weber-Straße 30, 48147 Münster",376.0,http://www.lwl.org/LWL/Gesundheit/psychiatrieverbund/K/klinik_muenster/,"Friedrich-Wilhelm-Weber-Straße 30, 48147 Münster",51.9782176,7.6171182
Fachklinik Hornheide,"Dorbaumstraße 300, 48157 Münster",158.0,https://www.fachklinik-hornheide.de,"Dorbaumstraße 300, 48157 Münster",52.01335,7.7090001
Alexianer Krankenhaus Münster,"Alexianerweg 9, 48163 Münster",110.0,http://www.alexianer-muenster.de,"Alexianerweg 9, 48163 Münster",51.8772712,7.5650274
Klinikum Westmünsterland St. Marien- Krankenhaus Ahaus,"Wüllener Straße 101, 48683 Ahaus",271.0,http://www.klinikum-westmuensterland.de/ahaus/,"Wüllener Straße 101, 48683 Ahaus",52.0687251,6.9933399
Klinikum Westmünsterland St. Marien- Hospital Vreden,"An´t Lindeken 100, 48691 Vreden",110.0,https://www.klinikum-westmuensterland.de/vreden/,"An´t Lindeken 100, 48691 Vreden",52.0470657,6.8125636
Klinikum Westmünsterland St. Agnes-Hospital Bocholt,"Barloer Weg 125, 46397 Bocholt",441.0,http://wwww.klinikum-westmuensterland.de/bocholt/,"Barloer Weg 125, 46397 Bocholt",51.85533,6.62727
Klinikum Westmünsterland St. Vinzenz-Hospital Rhede,"Vinzenz Straße 6, 46414 Rhede",125.0,http://www.st-agnes-bocholt.de,"Vinzenz Straße 6, 46414 Rhede",51.8401,6.69345
St. Marien-Hospital Borken,"Am Boltenhof 7, 46325 Borken",336.0,http://www.klinikum-westmuensterland.de/borken/,"Am Boltenhof 7, 46325 Borken",51.8419883,6.8613381
St. Antonius-Hospital Gronau GmbH,"Möllenweg 22, 48599 Gronau",266.0,http://www.st-antonius-gronau.de,"Möllenweg 22, 48599 Gronau",52.20806,7.02072
Evangelisches Lukas-Krankenhaus Gronau gGmbH,"Zum Lukas-Krankenhaus 1, 48599 Gronau",110.0,http://www.lukas-gronau.de,"Zum Lukas-Krankenhaus 1, 48599 Gronau",52.2171227,7.0305813
Augustahospital Anholt,"Augustastraße 8, 46419 Isselburg",91.0,https://www.augustahospital.de/,"Augustastraße 8, 46419 Isselburg",51.8493646,6.4327974
Krankenhaus und MVZ Maria-Hilf Stadtlohn GmbH,"Vredener Str. 58, 48703 Stadtlohn",157.0,https://www.klinikum-westmuensterland.de/stadtlohn/,"Vredener Str. 58, 48703 Stadtlohn",51.9910744,6.9088448
"Christophorus-Kliniken Coesfeld – Dülmen – Nottuln, Standort Coesfeld","Südring 41, 48653 Coesfeld",325.0,http://www.christophorus-kliniken.de,"Südring 41, 48653 Coesfeld",51.9440702,7.1701459
"Christophorus-Kliniken Coesfeld – Dülmen – Nottuln, Standort Dülmen","Vollenstraße 10, 48249 Dülmen",194.0,http://www.christophorus-kliniken.de,"Vollenstraße 10, 48249 Dülmen",51.8271555,7.2798569
"Christophorus-Kliniken Coesfeld – Dülmen – Nottuln, Standort Nottuln","Hagenstraße 35, 48301 Nottuln",101.0,http://www.christophorus-kliniken.de,"Hagenstraße 35, 48301 Nottuln",51.9334403,7.35371
Klinik am Schlossgarten Dülmen,"Am Schlossgarten 10, 48249 Dülmen",92.0,http://www.kas-duelmen.de,"Am Schlossgarten 10, 48249 Dülmen",51.8266369,7.2815307
"Klinik am Schlossgarten, Standort Nottuln","Uphovener Weg 5, 48301 Nottuln",28.0,http://www.kas-duelmen.de,"Uphovener Weg 5, 48301 Nottuln",51.9345316,7.3546215
Tagesklinik Am Mühlenweg Dülmen,"Mühlenweg 86, 48249 Dülmen",35.0,http://www.kas-duelmen.de,"Mühlenweg 86, 48249 Dülmen",51.8219789,7.2753893
St. Marien-Hospital Lüdinghausen GmbH,"Neustraße 1, 59348 Lüdinghausen",164.0,http://www.smh-luedinghausen.de,"Neustraße 1, 59348 Lüdinghausen",51.77029,7.44723
Ev. Krankenhaus Castrop-Rauxel,"Grutholzallee 21, 44577 Castrop-Rauxel",388.0,http://www.evk-castrop-rauxel.de,"Grutholzallee 21, 44577 Castrop-Rauxel",51.5674644,7.3192114
Vestische Kinder- und Jugendklinik Datteln - Universität Witten/Herdecke,"Dr.-Friedrich-Steiner-Straße 5, 45711 Datteln",236.0,http://www.kinderklinik-datteln.de,"Dr.-Friedrich-Steiner-Straße 5, 45711 Datteln",51.6427292,7.3382129
St. Vincenz-Krankenhaus,"Rottstraße 11, 45711 Datteln",351.0,http://www.vincenz-datteln.de,"Rottstraße 11, 45711 Datteln",51.6521074,7.344788
St. Antonius-Krankenhaus,"Gartenstr. 17, 46244 Bottrop-Kirchhellen",140.0,http://www.kkel.de/,"Gartenstr. 17, 46244 Bottrop-Kirchhellen",51.6057937,6.9225951
St. Barbara-Hospital,"Barbarastraße 1, 45964 Gladbeck",306.0,http://www.kkel.de/,"Barbarastraße 1, 45964 Gladbeck",51.57418,6.98686
St. Josef-Hospital,"Rudolf-Bertram-Platz 1, 45899 Gelsenkirchen",256.0,http://www.kkel.de/,"Rudolf-Bertram-Platz 1, 45899 Gelsenkirchen",51.54142,7.02661
St. Elisabeth-Hospital Herten,"Im Schloßpark 12, 45699 Herten",310.0,http://www.st-elisabeth-hospital.de,"Im Schloßpark 12, 45699 Herten",51.5919833,7.1240544
"LWL-Klinik Marl-Sinsen, Haardklinik; Kinder- und Jugendpsychiatrie – Psychotherapie –Psychosomatik","Halterner Straße 525, 45770 Marl",119.0,https://www.haardklinik.lwl.org/de/,"Halterner Straße 525, 45770 Marl",51.6905511,7.1854132
LWL Klinik Marl-Sinsen Tagesklinik Recklinghausen,"Herner Straße 22, 45657 Recklinghausen",1.0,https://www.haardklinik.lwl.org/de/therapie-behandlung/tageskliniken/tagesklinik-recklinghausen/,"Herner Straße 22, 45657 Recklinghausen",51.6092619,7.1976594
LWL Klinik Marl-Sinsen Tagesklinik Herne,"Ludwigstraße 14, 44649 Herne",1.0,https://www.haardklinik.lwl.org/de/therapie-behandlung/tageskliniken/tagesklinik-herne/,"Ludwigstraße 14, 44649 Herne",51.5397994,7.163554
LWL Klinik Marl-Sinsen Tagesklinik Borken,"Bocholter Straße 5, 46325 Borken",1.0,https://www.haardklinik.lwl.org/de/therapie-behandlung/tageskliniken/tagesklinik-borken/,"Bocholter Straße 5, 46325 Borken",51.84418,6.8537
LWL Klinik Marl-Sinsen Tagesklinik Coesfeld,"Dülmener Straße 21-23, 48653 Coesfeld",1.0,https://www.haardklinik.lwl.org/de/therapie-behandlung/tageskliniken/tagesklinik-coesfeld/,"Dülmener Straße 21-23, 48653 Coesfeld",51.93777,7.16846
LWL Klinik Marl-Sinsen Tagesklinik Gronau,"Bentheimer Str 20, 48599 Gronau",1.0,https://www.haardklinik.lwl.org/de/therapie-behandlung/tageskliniken/tagesklinik-gronau/,"Bentheimer Str 20, 48599 Gronau",52.21639,7.03011
LWL Klinik Marl-Sinsen Tagesklinik Bottrop,"Josef-Albers-Straße 72, 46236 Bottrop",1.0,https://www.haardklinik.lwl.org/de/therapie-behandlung/tageskliniken/tagesklinik-bottrop/,"Josef-Albers-Straße 72, 46236 Bottrop",51.5337354,6.9162934
